name,line
Terrorist," Keith planned out all of it. Thank goodness we had some footage of Keith's past activities. I just went along with it. I'll tell you what I know about the other members, too. First, there's Kurt, who's in the same program as Keith. It's impossible for me to perfectly play the role based on such a short video. There's also a handful of guys from the psych program. If we were dealing with a pro, he would've been on to us. I don't usually talk to them, so I don't know their names. There's also Kevin and Kim from the engineering program. Those are all the guys I know. Our hideouts are a warehouse near the university and the second floor of a bar on th Street."
Handler, Exactly how were you going to carry out the assassination?
Terrorist, Dogs. I don't know exactly how many... But the plan was to strap bombs onto a dozen or so dogs and have them ambush him while he was on the move.
Handler, Bomb dogs?
Loid, Not good. It's not gonna be easy stopping trained dogs.
Handler," But that's impossible. Giving a war dog proper special training costs just about as much as a small missile per dog. I can't imagine ordinary students being able to afford that. Either they have someone from the far right backing them, or there's a sympathizer from a third power."
Handler," As you heard, we've got quite the problem on our hands. In order to stop this terrorist attack, we'll have to make the first move."
Loid, Could we not have the summit canceled?
Handler, Doubtful. The Eastern government has a reputation to uphold. Though I'm sure the opposition would be thrilled. Casually leak this information to the ruling party. I'm sure they'll also want to avoid any pointless trouble.
Handler," Yes, ma'am."
Loid," Sorry, but we'll need your help for a bit longer."
Loid, Understood.
Handler," Relations between the East and West are on thin ice. Regardless of whether the assassination is a success or not, if this becomes public, the ice may finally break. We're going to stop them, whatever it takes."
Guard, I'm gonna go buy some coffee. Wait here.
Guard," You better behave, pups."
Loid," Well, these dogs are definitely smart, even if they're up there in years already."
Anya, Hey!
Yor, You'll trip if you run like that!
Terrorist," Hey, damn it!"
Loid," Hey, where'd this dog come from?!"
Anya, No! He's gonna eat me!
Stranger," Whoa, that sign fell. That startled me. That sure was a close one, kid. Did you just save me?"
Dog, Borf.
Terrorist," Er, sorry about my dog, ma'am. Don't go running off like that, you dumb mutt!"
Terrorist, What's wrong?
Terrorist, This stupid dog just bolted on me.
Terrorist, Are these dogs really gonna work?
Terrorist," Not like we can change our plan now. We got the area all checked out and ready, so let's head back. We'll be in a world of hurt if we piss off Keith."
Yor, So this is an adoption event. It's bigger than I had imagined. I wonder why Loid didn't bring us here first.
Anya, Tiny doggies!
Yor, Kitties!
Anya, Bunnies!
Yor," Oh! You mustn't, Miss Anya! You'll get lost! Listen carefully. Promise me you won't leave this area with the doggies."
Anya, Okay.
Yor, Oh... That dachshund is adorable! Its legs are so short!
Anya," It's cute even with stubby legs? Does that mean Anya's cute, too?"
Anya, A Chihuahua!
Anya, A Pomeranyan!
Shelter Worker," Huff, huff, huff... Are you looking for a dog to adopt? Is there a breed that's easy to keep?"
Anya," Huff, huff, huff..."
Anya, What a big Mister Dog. Anya's family?
Terrorist," What's wrong now? Come on, start walking!"
Anya, Was that... Mister Dog's thoughts?
Shelter Worker," Toy poodles rarely shed, so cleaning up after them is a breeze."
Anya, Mama! There is a doggy that knows about our family!
Yor," What are you talking about, dear?"
Shelter Worker," If you're looking for smaller breeds, Shih Tzus are very friendly."
Anya, Just for a little bit...
Anya, A shop? Where did Mister Dog go?
Anya, Mister Dog...
Anya, Who are you?
Terrorist, You better not have done anything to draw attention.
Terrorist, D-Don't worry. There were people with dogs everywhere because of the adoption event.
Keith," It's finally time. If this plan with the bomb dogs is a success, the façade between the East and the West will finally come down. In order to restore Ostania to its former glory... We'll just have Foreign Minister Brantz become the catalyst for war. We're going to bring down those arrogant pigs of the West."
Terrorist, Bring them down!
Anya, B-Bad guys?! This is the bad guys' house!
Keith," Hey, what the hell are you guys doing?"
Terrorist, This little brat heard everything!
Keith," Wait, are you serious? Who is that?"
Terrorist, Uh... Wh-What do we do?
Keith," Whoa, there!"
Terrorist, What are we gonna do? Well... We'll just have to take care of her.
Terrorist," Yo, Keith, come on. She's just a little kid."
Keith," If she tattles to her parents, our plan will be ruined. Kurt, keep her mouth shut."
Anya, Mister Dog!
Keith, Damn it... He's not listening again! Maybe this one was a dud.
Keith, You picked the wrong guy to borf at. I'll shut you up for good.
Anya, Shock!
Terrorist, This little...
Keith, Don't. Don't damage the goods. But we need to shut him up.
Keith, That's no problem. No one's gonna pay it any mind if they hear a dog barking today.
Yor, Miss Anya? Where did you go?!
Yor," Um, pardon me. Did you happen to see a little girl who looks like this?"
Stranger, Dunno... I can't say I have.
Yor, She's not here. She's nowhere in the venue... Could it be... that she was eaten by a dog?!
Yor, Aaaaaa...
Yor," No, no, calm down, Yor. That is probably unlikely. But then, could she have been... kidnapped?! There have been a string of kidnappings in Central Ariane involving young women who were abducted and forced into marriage."
Stranger," Oh, how frightening."
Stranger, I'll make you my bride.
Yor, Mrrrgh...
Yor," Wh-Wh-Wh-What should I do?! Miss Anya will be forced to marry someone! Of course this had to happen when Loid isn't here. Oh, what do I do? Whatever shall I do? Please hurry back from the bathroom, Loid!"
Loid, All of the locations he offered up turned out to be duds. How is it on your end?
Handler," Bingo. There were two white vans rented here under the name of one of the terrorists, Kevin Knowles. The plate numbers are..."
Handler," Excellent work. I'll have someone look into this immediately. Oh, as for where they were getting the dogs, one lead was particularly suspicious. I'm sure even you've heard of it before... Project Apple. It was research done under the former government of Ostania, to try to create animals with terrifyingly high IQ for military purposes."
Loid," I'm aware of it. I heard they repeated some pretty reckless experiments, but the government fell apart during their research, and the project came to a standstill. They say it ended with mediocre results that were far from their intended goal."
Handler, Correct. And then came rumors that the dogs and other animals that were no longer needed ended up on the black market instead of being put down.
Loid, And you think the terrorists got a hold of them?
Handler," It's possible. They may be the survivors of a failed experiment, but they are probably still highly intelligent pigs of the West. Be on your guard. The unexpected may very likely happen."
Keith," Get away from the dog, you stupid brat. Then I promise you'll at least die painlessly."
Terrorist, Phone?
Keith, Hey. If you don't hurry up...
Keith," Man, that scared me."
Keith, Who the hell's calling us right now?
Keith, Hello?
Keith, What? Seriously?
Keith," Hey, Keith, we've got trouble! Apparently some suspicious guys showed up at two of our hideouts!"
Keith, D-Don't tell me it's the Secret Police...
Terrorist, How?! Did someone leak info?
Keith," Tch. I haven't seen Chris all morning, so I kind of suspected, but... It was a good idea to move locations. Nobody panic! We're switching over to Plan B and..."
Terrorist, Hey! Where'd the brat go?
Terrorist, Huh? Wh-What the?!
Anya," Mister Dog is Anya's friend? Wait, did you know the phone was going to ring before it did? You... can see the future? Is it a telepath like me?"
Anya, Mister Dog! Go into that building! Mama will save us!
Anya, No! Not that way! Go back!
Yor, Miss Anya?!
Keith, What are you dumbasses doing?!
Terrorist, We were distracted by the phone...
Keith, Whatever. Who cares about her? We need to get the plan rolling.
Keith, You idiots! She's seen our faces!
Keith," Hey, Kurt, come with me! We're taking one of the dogs, too."
Terrorist, You're gonna go after her?
Keith," Tear that map off the wall. We're abandoning this hideout, too. You guys get to the designated location and spread out."
Terrorist, Got it.
Anya, Dog! Stop! Let me down! Someone save me! I'm being chased by bad guys!
Stranger, What is that? How cute. I wonder if she's playing tag.
Anya," Mister Dog runs so fast! He's so fast, and... So exciting! Okay, Mister Dog! Let's make a break for it and go right to the police ociffers! Anya and Mister Dog... are gonna solve this on our own and save the day! And then... I'll be Starlight Anya again!"
Keith, Thanks for saving us the trouble. We're right back where we started!
Keith, Right face! You're not getting away.
Keith, Do it. Make it quick.
Terrorist, R-Right...
Terrorist," No hard feelings, kid."
Yor," You won't get away with this, Mr. Perverted Kidnapper! It is far too early for Miss Anya to get married!"
Yor, I wish I could
Yor, Even I just got married this year!
Yor," Well, apparently I've discovered that"
Yor, I can take these yawn-filled days
Yor, And turn them into movies
Yor, I've found the secret and trick to it
Yor, Under this sky where we don't get along
Yor, I closed my heart and locked it
Yor, That's how I've managed to live my life
Yor, And the melodies now overlap
Yor," I wanted a sign, no matter how small"
Yor, That I could actually find better than any streetlight
Yor, I put a ribbon on each of the sights that my eyes pick out
Yor, And I collect them like souvenirs as I continue down this path home
Yor," The seasons each say hello, and I shed a few tears as I go"
Yor, Where should I begin to talk about this way home that you've given me?
Yor, I walk and walk and sometimes rush on my way to see you
Yor," I run and run, wait, no, I should still walk on my way to see you"
Anya, Mama!
Anya, I was so scared!
Yor," There, there. You're all right now."
Onlooker, That's her mother?
Anya," Hey, come back here!"
Anya, Mama! I'm scared!
Yor, What? But you're safe now.
